DateTime,Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,zone_one,zone_two,zone_three,hour_sin,hour_cos
2017-01-02 03:00:00,10.57,79.27,0.08,0.07,0.14,20097.22,13466.26,13794.7,0.7071067811865476,0.7071067811865476
2017-01-02 04:00:00,10.25,81.93,0.08,0.08,0.14,20066.84,13248.63,13604.82,0.8660254037844386,0.5000000000000001
2017-01-02 05:00:00,9.73,83.55,0.08,0.07,0.15,20838.48,13910.64,14052.05,0.9659258262890683,0.25881904510252074
2017-01-02 06:00:00,9.34,84.65,0.08,0.06,0.14,23307.34,15348.33,14654.46,1.0,6.123233995736766e-17
2017-01-02 07:00:00,9.54,84.9,0.08,0.08,0.14,22895.19,15709.42,12863.61,0.9659258262890683,-0.25881904510252063
2017-01-02 08:00:00,8.87,83.92,0.08,10.45,6.92,24368.61,16416.41,11957.59,0.8660254037844387,-0.4999999999999998
2017-01-02 09:00:00,9.49,86.12,0.08,128.58,31.36,24505.32,18190.88,13539.28,0.7071067811865476,-0.7071067811865475
2017-01-02 10:00:00,12.86,74.44,0.08,278.47,41.52,26384.81,19947.11,15385.06,0.49999999999999994,-0.8660254037844387
2017-01-02 11:00:00,15.05,58.01,0.08,402.55,41.35,28224.81,20830.4,16511.81,0.258819045102521,-0.9659258262890682
2017-01-02 12:00:00,15.17,58.12,0.08,471.08,43.24,29581.77,19950.76,18199.52,1.2246467991473532e-16,-1.0
2017-01-02 13:00:00,15.31,59.31,0.08,484.0,44.0,29485.57,19572.04,18946.51,-0.2588190451025208,-0.9659258262890683
2017-01-02 14:00:00,15.56,55.99,0.08,444.97,42.29,28611.65,20161.7,18274.7,-0.4999999999999997,-0.8660254037844388
2017-01-02 15:00:00,15.48,57.26,0.08,353.02,64.53,28971.14,21335.56,16510.84,-0.7071067811865471,-0.7071067811865479
2017-01-02 16:00:00,15.24,60.76,0.08,225.57,225.23,29996.96,20641.34,16346.99,-0.8660254037844385,-0.5000000000000004
2017-01-02 17:00:00,14.97,61.64,0.08,86.53,107.67,37022.78,24476.6,22448.19,-0.9659258262890683,-0.25881904510252063
2017-01-02 18:00:00,14.21,65.69,0.08,3.62,3.68,41747.85,26987.84,25507.47,-1.0,-1.8369701987210297e-16
2017-01-02 19:00:00,13.52,69.7,0.08,0.06,0.1,41498.73,26857.75,25545.06,-0.9659258262890684,0.2588190451025203
2017-01-02 20:00:00,13.41,68.64,0.08,0.06,0.1,41096.71,26782.37,25642.41,-0.8660254037844386,0.5000000000000001
2017-01-02 21:00:00,13.12,66.96,0.08,0.06,0.09,39461.27,25874.77,25002.41,-0.7071067811865477,0.7071067811865474
2017-01-02 22:00:00,12.88,68.68,0.07,0.08,0.12,35830.89,23548.94,22839.52,-0.5000000000000004,0.8660254037844384
2017-01-02 23:00:00,12.47,71.72,0.07,0.06,0.12,30112.41,20373.25,19941.2,-0.25881904510252157,0.9659258262890681
2017-01-03 00:00:00,11.84,75.53,0.07,0.08,0.14,25269.87,17369.6,17032.29,0.0,1.0
2017-01-03 01:00:00,12.13,72.57,0.08,0.06,0.15,22636.96,15217.02,15190.36,0.25881904510252074,0.9659258262890683
2017-01-03 02:00:00,11.79,73.88,0.08,0.07,0.15,21371.14,14075.38,14231.33,0.49999999999999994,0.8660254037844387
2017-01-03 03:00:00,12.21,73.93,0.08,0.07,0.16,20557.97,13662.61,13708.92,0.7071067811865476,0.7071067811865476
2017-01-03 04:00:00,11.44,76.35,0.08,0.07,0.15,20116.46,13627.96,13591.33,0.8660254037844386,0.5000000000000001
2017-01-03 05:00:00,10.84,79.78,0.08,0.06,0.15,21034.94,14033.43,14056.87,0.9659258262890683,0.25881904510252074
2017-01-03 06:00:00,11.1,77.67,0.08,0.08,0.14,24105.32,15663.83,14605.3,1.0,6.123233995736766e-17
2017-01-03 07:00:00,9.67,81.47,0.08,0.06,0.16,24204.56,16228.57,13002.41,0.9659258262890683,-0.25881904510252063
2017-01-03 08:00:00,8.57,84.17,0.08,10.18,7.04,25145.32,16824.92,12197.59,0.8660254037844387,-0.4999999999999998
2017-01-03 09:00:00,9.22,85.05,0.08,124.62,36.76,28354.43,18807.29,13714.7,0.7071067811865476,-0.7071067811865475
2017-01-03 10:00:00,13.42,75.48,0.08,281.52,42.8,31190.89,20346.5,14776.87,0.49999999999999994,-0.8660254037844387
2017-01-03 11:00:00,14.9,66.11,0.08,403.47,44.69,33065.32,21312.46,15813.98,0.258819045102521,-0.9659258262890682
2017-01-03 12:00:00,15.25,64.24,0.07,472.8,44.86,33998.99,21769.0,16525.3,1.2246467991473532e-16,-1.0
2017-01-03 13:00:00,15.44,63.04,0.07,489.25,44.85,33623.29,21546.5,16825.06,-0.2588190451025208,-0.9659258262890683
2017-01-03 14:00:00,15.42,64.19,0.07,447.35,43.79,32410.13,21604.26,16531.08,-0.4999999999999997,-0.8660254037844388
2017-01-03 15:00:00,15.41,64.98,0.08,356.03,79.12,32293.67,21406.08,16480.96,-0.7071067811865471,-0.7071067811865479
2017-01-03 16:00:00,15.19,67.08,0.08,222.0,230.43,32090.13,21168.39,16620.72,-0.8660254037844385,-0.5000000000000004
2017-01-03 17:00:00,14.78,66.21,0.08,84.52,105.86,37828.86,24688.75,22138.8,-0.9659258262890683,-0.25881904510252063
2017-01-03 18:00:00,13.66,72.76,0.08,3.86,3.93,42768.61,27244.38,25638.55,-1.0,-1.8369701987210297e-16
2017-01-03 19:00:00,11.27,80.03,0.08,0.06,0.1,42546.84,27134.35,25804.34,-0.9659258262890684,0.2588190451025203
2017-01-03 20:00:00,10.1,82.85,0.08,0.07,0.09,42245.06,27093.62,26079.04,-0.8660254037844386,0.5000000000000001
2017-01-03 21:00:00,9.32,83.72,0.07,0.06,0.09,40194.43,26292.4,25181.69,-0.7071067811865477,0.7071067811865474
2017-01-03 22:00:00,8.94,83.87,0.07,0.06,0.09,35961.52,23825.53,23210.6,-0.5000000000000004,0.8660254037844384
2017-01-03 23:00:00,8.49,84.6,0.08,0.06,0.09,30484.05,20431.61,19941.2,-0.25881904510252157,0.9659258262890681
2017-01-04 00:00:00,8.52,82.83,0.08,0.05,0.11,26271.39,17599.39,17273.25,0.0,1.0
2017-01-04 01:00:00,8.22,81.87,0.08,0.06,0.09,23247.59,15102.74,15411.08,0.25881904510252074,0.9659258262890683
2017-01-04 02:00:00,7.96,81.57,0.08,0.07,0.12,22007.09,13888.75,14392.29,0.49999999999999994,0.8660254037844387
2017-01-04 03:00:00,7.72,80.9,0.08,0.06,0.11,21329.62,13419.45,13929.64,0.7071067811865476,0.7071067811865476
2017-01-04 04:00:00,6.59,83.7,0.09,0.06,0.1,20240.0,13294.83,13781.2,0.8660254037844386,0.5000000000000001
2017-01-04 05:00:00,5.99,86.75,0.09,0.07,0.12,21350.89,13946.5,14221.69,0.9659258262890683,0.25881904510252074
2017-01-04 06:00:00,5.49,87.33,0.09,0.05,0.12,24277.47,15483.28,14893.49,1.0,6.123233995736766e-17
2017-01-04 07:00:00,5.44,87.37,0.09,0.07,0.13,24287.59,15868.09,13051.57,0.9659258262890683,-0.25881904510252063
2017-01-04 08:00:00,4.97,87.42,0.09,12.01,7.5,25282.03,16550.76,11958.55,0.8660254037844387,-0.4999999999999998
2017-01-04 09:00:00,5.24,86.27,0.09,132.2,33.42,28268.35,19106.99,13893.98,0.7071067811865476,-0.7071067811865475
2017-01-04 10:00:00,6.76,82.02,0.09,283.75,39.8,30143.8,21150.76,15226.02,0.49999999999999994,-0.8660254037844387
2017-01-04 11:00:00,9.36,77.28,0.09,408.3,39.41,32812.15,21882.07,16279.52,0.258819045102521,-0.9659258262890682
2017-01-04 12:00:00,12.81,66.39,0.09,487.57,37.12,34139.75,22043.77,16597.59,1.2246467991473532e-16,-1.0
2017-01-04 13:00:00,15.7,59.22,0.09,502.02,39.47,33335.7,21852.89,16872.29,-0.2588190451025208,-0.9659258262890683
2017-01-04 14:00:00,17.49,53.12,0.08,451.62,44.44,32525.57,21582.98,16561.93,-0.4999999999999997,-0.8660254037844388
2017-01-04 15:00:00,17.27,59.47,0.08,363.13,99.95,32316.96,21574.47,16238.07,-0.7071067811865471,-0.7071067811865479
2017-01-04 16:00:00,17.36,61.0,0.08,224.67,244.73,31615.19,21005.47,16069.4,-0.8660254037844385,-0.5000000000000004
2017-01-04 17:00:00,16.56,64.88,0.07,81.03,100.64,37109.87,24446.81,21834.22,-0.9659258262890683,-0.25881904510252063
2017-01-04 18:00:00,13.7,74.38,0.08,3.9,3.96,43216.2,27463.83,25584.58,-1.0,-1.8369701987210297e-16
2017-01-04 19:00:00,12.93,75.69,0.08,0.07,0.09,42815.19,27265.05,25706.02,-0.9659258262890684,0.2588190451025203
2017-01-04 20:00:00,13.49,67.88,0.09,0.07,0.09,42382.78,27198.18,25846.75,-0.8660254037844386,0.5000000000000001
2017-01-04 21:00:00,12.16,70.9,0.08,0.06,0.1,40226.84,26196.35,25257.83,-0.7071067811865477,0.7071067811865474
2017-01-04 22:00:00,10.63,75.6,0.08,0.07,0.11,36415.19,23878.42,23161.45,-0.5000000000000004,0.8660254037844384
2017-01-04 23:00:00,9.88,77.2,0.08,0.07,0.13,30938.73,20648.02,20126.27,-0.25881904510252157,0.9659258262890681
2017-01-05 00:00:00,9.0,78.98,0.09,0.06,0.12,25979.75,17604.26,17222.17,0.0,1.0
2017-01-05 01:00:00,8.26,80.13,0.09,0.08,0.12,22892.15,15351.98,15485.3,0.25881904510252074,0.9659258262890683
2017-01-05 02:00:00,7.79,80.83,0.09,0.08,0.13,21503.8,13859.57,14428.92,0.49999999999999994,0.8660254037844387
2017-01-05 03:00:00,7.55,79.55,0.08,0.07,0.15,21075.44,13456.53,13947.95,0.7071067811865476,0.7071067811865476
2017-01-05 04:00:00,7.03,78.68,0.09,0.07,0.13,20864.81,13435.87,13815.9,0.8660254037844386,0.5000000000000001
2017-01-05 05:00:00,7.07,76.63,0.08,0.06,0.14,21619.24,14100.3,14255.42,0.9659258262890683,0.25881904510252074
2017-01-05 06:00:00,6.9,73.95,0.08,0.07,0.12,23991.9,15520.36,14994.7,1.0,6.123233995736766e-17
2017-01-05 07:00:00,6.05,79.9,0.09,0.07,0.13,24311.9,15889.97,12842.41,0.9659258262890683,-0.25881904510252063
2017-01-05 08:00:00,5.75,82.12,0.09,12.5,7.69,25332.66,16802.43,11999.04,0.8660254037844387,-0.4999999999999998
2017-01-05 09:00:00,6.19,74.8,0.08,136.53,29.81,28410.13,18827.36,13608.67,0.7071067811865476,-0.7071067811865475
2017-01-05 10:00:00,8.24,65.66,0.09,287.43,38.32,30741.27,20322.19,14911.81,0.49999999999999994,-0.8660254037844387
2017-01-05 11:00:00,11.2,61.32,0.08,408.67,44.96,32541.77,21141.03,16002.89,0.258819045102521,-0.9659258262890682
2017-01-05 12:00:00,14.72,60.07,0.08,478.67,49.57,33379.24,21782.37,16482.89,1.2246467991473532e-16,-1.0
2017-01-05 13:00:00,16.66,58.47,0.08,488.87,56.68,33581.77,21709.42,17116.14,-0.2588190451025208,-0.9659258262890683
2017-01-05 14:00:00,17.57,56.48,0.08,445.02,63.79,32695.7,21616.41,16943.61,-0.4999999999999997,-0.8660254037844388
2017-01-05 15:00:00,18.22,53.33,0.09,335.35,133.53,31992.91,21481.46,16260.24,-0.7071067811865471,-0.7071067811865479
2017-01-05 16:00:00,17.2,51.96,0.08,189.47,209.98,31713.42,21135.56,16006.75,-0.8660254037844385,-0.5000000000000004
2017-01-05 17:00:00,16.03,57.43,0.08,61.58,72.49,37397.47,24491.79,21768.67,-0.9659258262890683,-0.25881904510252063
2017-01-05 18:00:00,14.16,63.79,0.09,5.07,5.32,43572.66,27285.11,25725.3,-1.0,-1.8369701987210297e-16
2017-01-05 19:00:00,12.51,69.79,0.08,0.06,0.1,43395.44,27177.51,25625.06,-0.9659258262890684,0.2588190451025203
2017-01-05 20:00:00,11.2,75.35,0.08,0.06,0.11,42954.94,27000.61,25720.48,-0.8660254037844386,0.5000000000000001
2017-01-05 21:00:00,11.45,79.9,0.09,0.06,0.12,40561.01,25939.21,24989.88,-0.7071067811865477,0.7071067811865474
2017-01-05 22:00:00,10.53,82.12,0.09,0.06,0.12,36883.04,24014.59,23294.46,-0.5000000000000004,0.8660254037844384
2017-01-05 23:00:00,9.54,83.72,0.09,0.06,0.15,31877.47,20868.69,20491.57,-0.25881904510252157,0.9659258262890681
2017-01-06 00:00:00,8.87,85.47,0.08,0.06,0.14,27172.66,17880.85,17337.83,0.0,1.0
2017-01-06 01:00:00,8.51,86.32,0.09,0.07,0.14,23968.61,15595.14,15429.4,0.25881904510252074,0.9659258262890683
2017-01-06 02:00:00,8.08,87.2,0.08,0.07,0.15,22291.65,14458.97,14511.81,0.49999999999999994,0.8660254037844387
2017-01-06 03:00:00,8.33,87.0,0.09,0.06,0.15,21861.27,13959.88,14093.49,0.7071067811865476,0.7071067811865476
2017-01-06 04:00:00,8.02,88.18,0.09,0.06,0.18,21453.16,13863.83,13935.42,0.8660254037844386,0.5000000000000001
2017-01-06 05:00:00,8.34,88.55,0.08,0.06,0.15,21987.85,14502.74,14397.11,0.9659258262890683,0.25881904510252074
2017-01-06 06:00:00,8.68,86.63,0.08,0.07,0.15,23874.43,15910.64,14864.58,1.0,6.123233995736766e-17
2017-01-06 07:00:00,9.37,82.65,0.08,0.07,0.14,23613.16,16042.55,12639.04,0.9659258262890683,-0.25881904510252063
2017-01-06 08:00:00,8.96,82.62,0.08,11.87,9.49,24894.18,16798.18,11934.46,0.8660254037844387,-0.4999999999999998
2017-01-06 09:00:00,10.07,79.27,0.09,92.37,76.36,28254.18,18829.18,13562.41,0.7071067811865476,-0.7071067811865475
2017-01-06 10:00:00,11.37,74.03,0.08,134.1,132.58,31364.05,20579.94,14845.3,0.49999999999999994,-0.8660254037844387
2017-01-06 11:00:00,12.49,71.57,0.09,214.93,188.22,33263.8,21993.92,15959.52,0.258819045102521,-0.9659258262890682
2017-01-06 12:00:00,14.4,66.94,0.09,257.65,219.15,32281.52,21716.72,16589.88,1.2246467991473532e-16,-1.0
2017-01-06 13:00:00,15.36,64.78,1.55,240.05,223.58,32583.29,21751.37,16673.73,-0.2588190451025208,-0.9659258262890683
2017-01-06 14:00:00,15.71,62.37,0.09,253.0,245.0,32166.08,21518.54,16183.13,-0.4999999999999997,-0.8660254037844388
2017-01-06 15:00:00,15.48,66.0,0.08,161.92,164.07,31565.57,21631.0,16007.71,-0.7071067811865471,-0.7071067811865479
2017-01-06 16:00:00,15.28,67.58,0.08,117.03,118.17,31766.08,21275.99,15804.34,-0.8660254037844385,-0.5000000000000004
2017-01-06 17:00:00,14.96,70.26,0.08,41.08,41.47,37334.68,24172.64,21239.52,-0.9659258262890683,-0.25881904510252063
2017-01-06 18:00:00,14.13,75.38,0.09,4.03,4.08,42924.56,27182.98,24909.88,-1.0,-1.8369701987210297e-16
2017-01-06 19:00:00,13.56,75.13,0.09,0.06,0.11,42248.1,26770.82,25290.6,-0.9659258262890684,0.2588190451025203
2017-01-06 20:00:00,13.06,75.57,0.09,0.05,0.13,41920.0,26558.05,25526.75,-0.8660254037844386,0.5000000000000001
2017-01-06 21:00:00,12.52,77.42,0.09,0.05,0.13,40153.92,25858.97,24779.76,-0.7071067811865477,0.7071067811865474
2017-01-06 22:00:00,12.44,77.77,0.09,0.05,0.13,36515.44,23753.19,22814.46,-0.5000000000000004,0.8660254037844384
2017-01-06 23:00:00,12.47,75.5,0.09,0.05,0.14,31635.44,20748.33,20215.9,-0.25881904510252157,0.9659258262890681
2017-01-07 00:00:00,12.21,75.82,0.08,0.06,0.13,27193.92,17795.14,17398.55,0.0,1.0
2017-01-07 01:00:00,11.65,77.88,0.09,0.05,0.14,23961.52,15609.73,15515.18,0.25881904510252074,0.9659258262890683
2017-01-07 02:00:00,10.72,81.13,0.09,0.05,0.14,22588.35,14382.98,14618.8,0.49999999999999994,0.8660254037844387
2017-01-07 03:00:00,10.48,81.37,0.09,0.06,0.14,21849.11,13868.09,14213.01,0.7071067811865476,0.7071067811865476
2017-01-07 04:00:00,9.52,84.15,0.09,0.05,0.15,21502.78,13803.04,14046.27,0.8660254037844386,0.5000000000000001
2017-01-07 05:00:00,9.33,83.9,0.09,0.06,0.14,22133.67,14325.23,14735.42,0.9659258262890683,0.25881904510252074
2017-01-07 06:00:00,8.71,84.37,0.09,0.06,0.16,23711.39,15237.08,15175.9,1.0,6.123233995736766e-17
2017-01-07 07:00:00,8.43,85.25,0.09,0.05,0.15,23095.7,14060.18,12689.16,0.9659258262890683,-0.25881904510252063
2017-01-07 08:00:00,8.41,84.63,0.09,15.25,13.03,24576.2,15088.15,11748.43,0.8660254037844387,-0.4999999999999998
2017-01-07 09:00:00,8.64,83.0,0.09,108.19,43.9,29736.71,16733.74,13638.55,0.7071067811865476,-0.7071067811865475
2017-01-07 10:00:00,10.29,78.83,0.09,270.12,54.2,32463.8,19590.27,15404.34,0.49999999999999994,-0.8660254037844387
2017-01-07 11:00:00,12.75,72.0,0.09,382.83,67.74,33772.15,21085.11,16535.9,0.258819045102521,-0.9659258262890682
2017-01-07 12:00:00,14.58,67.72,0.09,397.87,95.63,34033.42,21545.9,17221.2,1.2246467991473532e-16,-1.0
2017-01-07 13:00:00,14.93,61.95,0.08,255.07,200.22,33486.58,21164.74,17361.93,-0.2588190451025208,-0.9659258262890683
2017-01-07 14:00:00,14.79,63.28,0.08,177.87,168.35,32428.35,20584.19,17477.59,-0.4999999999999997,-0.8660254037844388
2017-01-07 15:00:00,15.16,66.37,0.08,232.93,189.97,31467.34,19925.84,17374.46,-0.7071067811865471,-0.7071067811865479
2017-01-07 16:00:00,15.34,65.36,0.08,214.43,242.5,30612.66,19682.67,17395.66,-0.8660254037844385,-0.5000000000000004
2017-01-07 17:00:00,14.75,67.66,0.07,75.82,90.17,36232.91,23131.91,22381.69,-0.9659258262890683,-0.25881904510252063
2017-01-07 18:00:00,13.7,72.59,0.08,4.87,4.94,41583.8,26057.14,25825.54,-1.0,-1.8369701987210297e-16
2017-01-07 19:00:00,11.99,79.13,0.08,0.07,0.09,40846.58,25735.56,25863.13,-0.9659258262890684,0.2588190451025203
2017-01-07 20:00:00,12.47,78.75,0.08,0.05,0.11,40649.11,25136.78,25529.64,-0.8660254037844386,0.5000000000000001
2017-01-07 21:00:00,13.07,77.17,0.08,0.05,0.13,39227.34,24534.95,25062.17,-0.7071067811865477,0.7071067811865474
2017-01-07 22:00:00,13.02,78.32,0.08,0.06,0.13,36025.32,22848.63,23450.6,-0.5000000000000004,0.8660254037844384
2017-01-07 23:00:00,13.53,78.58,0.08,0.06,0.14,31526.08,20131.31,20999.52,-0.25881904510252157,0.9659258262890681
2017-01-08 00:00:00,14.27,77.92,0.09,0.04,0.12,26633.92,17421.28,17871.81,0.0,1.0
2017-01-08 01:00:00,14.44,76.62,0.09,0.05,0.14,23640.51,15492.4,16057.83,0.25881904510252074,0.9659258262890683
2017-01-08 02:00:00,14.22,74.18,0.09,0.05,0.12,21817.72,14072.34,15021.69,0.49999999999999994,0.8660254037844387
2017-01-08 03:00:00,13.99,73.15,0.09,0.05,0.16,20831.39,13240.73,14500.24,0.7071067811865476,0.7071067811865476
2017-01-08 04:00:00,13.5,76.13,0.09,0.06,0.14,20688.61,12976.9,14200.48,0.8660254037844386,0.5000000000000001
2017-01-08 05:00:00,13.24,72.97,0.09,0.06,0.13,21004.56,13100.3,14571.57,0.9659258262890683,0.25881904510252074
2017-01-08 06:00:00,13.26,70.7,0.09,0.05,0.16,22544.81,13799.39,14858.8,1.0,6.123233995736766e-17
2017-01-08 07:00:00,13.62,68.61,0.09,0.06,0.14,19838.99,11846.2,11786.02,0.9659258262890683,-0.25881904510252063
2017-01-08 08:00:00,12.65,69.17,0.09,7.63,6.93,21153.42,12441.95,11157.59,0.8660254037844387,-0.4999999999999998
2017-01-08 09:00:00,13.75,65.53,0.09,85.44,50.82,25160.51,13120.97,13289.64,0.7071067811865476,-0.7071067811865475
2017-01-08 10:00:00,14.6,64.75,0.08,152.1,108.23,29874.43,14649.24,15278.07,0.49999999999999994,-0.8660254037844387
2017-01-08 11:00:00,15.37,61.5,0.08,219.68,147.23,32192.41,16606.08,16610.12,0.258819045102521,-0.9659258262890682
2017-01-08 12:00:00,16.0,56.32,0.08,319.4,104.77,32911.39,17156.23,17446.75,1.2246467991473532e-16,-1.0
2017-01-08 13:00:00,16.07,56.77,0.08,251.35,125.48,33280.0,17041.95,17780.24,-0.2588190451025208,-0.9659258262890683
2017-01-08 14:00:00,15.86,58.21,0.08,217.42,105.23,32392.91,16962.92,17607.71,-0.4999999999999997,-0.8660254037844388
2017-01-08 15:00:00,15.73,60.18,0.08,165.97,144.2,31365.06,16544.07,17011.08,-0.7071067811865471,-0.7071067811865479
2017-01-08 16:00:00,15.72,62.78,0.07,145.18,156.2,30446.58,17184.8,16956.14,-0.8660254037844385,-0.5000000000000004
2017-01-08 17:00:00,15.75,66.4,0.08,133.97,155.04,34912.41,20758.05,22001.93,-0.9659258262890683,-0.25881904510252063
2017-01-08 18:00:00,15.26,72.0,0.07,7.1,7.45,40689.62,24046.2,25366.75,-1.0,-1.8369701987210297e-16
2017-01-08 19:00:00,15.19,73.53,0.07,0.06,0.09,41525.06,24678.42,25632.77,-0.9659258262890684,0.2588190451025203
2017-01-08 20:00:00,15.24,74.25,0.07,0.06,0.12,41095.7,24709.42,25479.52,-0.8660254037844386,0.5000000000000001
2017-01-08 21:00:00,15.28,75.3,0.07,0.08,0.13,39589.87,24181.16,24560.96,-0.7071067811865477,0.7071067811865474
2017-01-08 22:00:00,15.14,78.33,0.08,0.05,0.14,35763.04,22086.32,22587.95,-0.5000000000000004,0.8660254037844384
2017-01-08 23:00:00,15.21,73.32,0.08,0.07,0.13,30085.06,19189.67,19818.8,-0.25881904510252157,0.9659258262890681
2017-01-09 00:00:00,15.08,71.17,0.08,0.06,0.14,25735.7,16267.48,17018.8,0.0,1.0
2017-01-09 01:00:00,15.06,69.82,0.07,0.06,0.13,22778.73,14128.27,15346.51,0.25881904510252074,0.9659258262890683
2017-01-09 02:00:00,14.97,69.19,0.07,0.07,0.15,21659.75,12983.59,14543.61,0.49999999999999994,0.8660254037844387
2017-01-09 03:00:00,14.95,72.2,0.07,0.06,0.16,20750.38,12562.31,13799.52,0.7071067811865476,0.7071067811865476
2017-01-09 04:00:00,14.84,71.87,0.07,0.07,0.13,20070.89,12499.7,13774.46,0.8660254037844386,0.5000000000000001
2017-01-09 05:00:00,14.92,70.21,0.07,0.06,0.15,20166.08,13195.74,14140.72,0.9659258262890683,0.25881904510252074
2017-01-09 06:00:00,14.9,68.1,0.07,0.06,0.13,22882.03,14854.1,14903.13,1.0,6.123233995736766e-17
2017-01-09 07:00:00,14.92,66.34,0.07,0.07,0.13,23162.53,14987.84,12957.11,0.9659258262890683,-0.25881904510252063
2017-01-09 08:00:00,14.92,62.27,0.08,6.14,5.97,25051.14,15564.13,11990.36,0.8660254037844387,-0.4999999999999998
2017-01-09 09:00:00,15.31,59.4,0.08,114.6,77.0,27923.04,17493.62,13371.57,0.7071067811865476,-0.7071067811865475
2017-01-09 10:00:00,15.94,58.63,0.08,312.23,110.92,31152.41,19448.63,14657.35,0.49999999999999994,-0.8660254037844387
2017-01-09 11:00:00,16.5,58.48,0.08,393.82,140.23,33616.2,20406.08,15678.07,0.258819045102521,-0.9659258262890682
2017-01-09 12:00:00,16.78,58.92,0.08,401.48,199.6,33856.2,20920.36,16332.53,1.2246467991473532e-16,-1.0
2017-01-09 13:00:00,16.76,61.78,0.07,478.7,131.0,34044.56,21002.43,16657.35,-0.2588190451025208,-0.9659258262890683
2017-01-09 14:00:00,16.75,62.58,0.08,346.05,93.77,32716.96,20950.15,16581.2,-0.4999999999999997,-0.8660254037844388
2017-01-09 15:00:00,16.44,66.69,0.07,338.37,308.07,32035.44,20906.38,16404.82,-0.7071067811865471,-0.7071067811865479
2017-01-09 16:00:00,16.17,69.89,0.07,168.83,173.73,31355.95,20269.91,16275.66,-0.8660254037844385,-0.5000000000000004
