Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,WeekStatus,Day_of_week_Monday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Load_Type_Maximum_Load,Load_Type_Medium_Load,NSM_sin,NSM_cos,month_sin,month_cos
3.92,0.0,19.33,0,1,0,0,0,0,0,-0.7518398074789769,-0.6593458151000694,0.49999999999999994,0.8660254037844387
4.1,0.0,21.35,0,1,0,0,0,0,0,-0.7933533402912349,-0.6087614290087209,0.49999999999999994,0.8660254037844387
3.6,0.0,16.81,0,1,0,0,0,0,0,-0.8314696123025452,-0.5555702330196022,0.49999999999999994,0.8660254037844387
3.96,0.0,20.45,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
4.0,0.0,20.77,0,1,0,0,0,0,0,-0.8968727415326883,-0.44228869021900136,0.49999999999999994,0.8660254037844387
3.6,0.0,16.81,0,1,0,0,0,0,0,-0.9238795325112865,-0.38268343236509034,0.49999999999999994,0.8660254037844387
4.07,0.0,21.64,0,1,0,0,0,0,0,-0.9469301294951056,-0.3214394653031618,0.49999999999999994,0.8660254037844387
3.82,0.0,19.19,0,1,0,0,0,0,0,-0.9659258262890681,-0.2588190451025215,0.49999999999999994,0.8660254037844387
3.56,0.0,16.96,0,1,0,0,0,0,0,-0.9807852804032303,-0.19509032201612866,0.49999999999999994,0.8660254037844387
4.1,0.0,23.51,0,1,0,0,0,0,0,-0.9914448613738104,-0.13052619222005163,0.49999999999999994,0.8660254037844387
3.6,0.0,17.39,0,1,0,0,0,0,0,-0.9978589232386035,-0.06540312923014273,0.49999999999999994,0.8660254037844387
3.6,0.0,17.35,0,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
4.0,0.0,8.96,0,1,0,0,0,0,0,-0.9978589232386035,0.06540312923014326,0.49999999999999994,0.8660254037844387
3.42,0.0,5.47,0,1,0,0,0,0,0,-0.9914448613738105,0.13052619222005127,0.49999999999999994,0.8660254037844387
3.67,0.0,16.24,0,1,0,0,0,0,0,-0.9807852804032304,0.1950903220161283,0.49999999999999994,0.8660254037844387
4.07,0.0,22.57,0,1,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
3.53,0.0,17.39,0,1,0,0,0,0,0,-0.9469301294951057,0.3214394653031615,0.49999999999999994,0.8660254037844387
3.85,0.0,20.74,0,1,0,0,0,0,0,-0.9238795325112866,0.38268343236509,0.49999999999999994,0.8660254037844387
3.96,0.0,20.88,0,1,0,0,0,0,0,-0.8968727415326884,0.442288690219001,0.49999999999999994,0.8660254037844387
3.56,0.0,17.35,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
4.03,0.0,22.54,0,1,0,0,0,0,0,-0.8314696123025455,0.5555702330196018,0.49999999999999994,0.8660254037844387
3.74,0.0,19.55,0,1,0,0,0,0,0,-0.7933533402912352,0.6087614290087205,0.49999999999999994,0.8660254037844387
3.56,0.0,17.42,0,1,0,0,0,0,0,-0.7518398074789777,0.6593458151000684,0.49999999999999994,0.8660254037844387
4.21,0.0,24.26,0,1,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
3.56,0.0,17.75,0,1,0,0,0,0,0,-0.6593458151000694,0.7518398074789769,0.49999999999999994,0.8660254037844387
3.53,0.0,17.42,0,1,0,0,0,0,0,-0.608761429008721,0.7933533402912349,0.49999999999999994,0.8660254037844387
4.25,0.0,25.2,0,1,0,0,0,0,0,-0.555570233019603,0.8314696123025447,0.49999999999999994,0.8660254037844387
3.53,0.0,17.5,0,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
3.56,1.44,10.08,0,1,0,0,0,0,0,-0.4422886902190014,0.8968727415326883,0.49999999999999994,0.8660254037844387
3.67,4.21,0.0,0,1,0,0,0,0,0,-0.38268343236508956,0.9238795325112868,0.49999999999999994,0.8660254037844387
3.24,3.35,0.0,0,1,0,0,0,0,0,-0.32143946530316186,0.9469301294951056,0.49999999999999994,0.8660254037844387
3.53,3.74,0.0,0,1,0,0,0,0,0,-0.2588190451025207,0.9659258262890683,0.49999999999999994,0.8660254037844387
3.53,3.42,0.0,0,1,0,0,0,0,0,-0.19509032201612786,0.9807852804032305,0.49999999999999994,0.8660254037844387
3.24,2.95,0.0,0,1,0,0,0,0,0,-0.13052619222005168,0.9914448613738104,0.49999999999999994,0.8660254037844387
3.67,3.96,0.0,0,1,0,0,0,0,0,-0.06540312923014367,0.9978589232386035,0.49999999999999994,0.8660254037844387
3.42,3.46,0.0,0,1,0,0,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387
3.2,3.1,0.0,0,0,0,1,0,0,0,0.06540312923014306,0.9978589232386035,0.49999999999999994,0.8660254037844387
3.85,4.61,0.0,0,0,0,1,0,0,0,0.13052619222005157,0.9914448613738104,0.49999999999999994,0.8660254037844387
3.28,3.67,0.0,0,0,0,1,0,0,0,0.19509032201612828,0.9807852804032304,0.49999999999999994,0.8660254037844387
3.35,3.6,0.0,0,0,0,1,0,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
3.89,4.72,0.0,0,0,0,1,0,0,0,0.3214394653031616,0.9469301294951057,0.49999999999999994,0.8660254037844387
3.28,3.53,0.0,0,0,0,1,0,0,0,0.38268343236508984,0.9238795325112867,0.49999999999999994,0.8660254037844387
3.46,3.96,0.0,0,0,0,1,0,0,0,0.4422886902190013,0.8968727415326883,0.49999999999999994,0.8660254037844387
3.78,4.82,0.0,0,0,0,1,0,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
3.31,3.53,0.0,0,0,0,1,0,0,0,0.5555702330196022,0.8314696123025452,0.49999999999999994,0.8660254037844387
3.6,4.36,0.0,0,0,0,1,0,0,0,0.6087614290087207,0.7933533402912352,0.49999999999999994,0.8660254037844387
3.64,4.39,0.0,0,0,0,1,0,0,0,0.6593458151000688,0.7518398074789774,0.49999999999999994,0.8660254037844387
3.28,3.71,0.0,0,0,0,1,0,0,0,0.7071067811865476,0.7071067811865475,0.49999999999999994,0.8660254037844387
3.71,4.57,0.0,0,0,0,1,0,0,0,0.7518398074789774,0.6593458151000688,0.49999999999999994,0.8660254037844387
3.56,4.03,0.0,0,0,0,1,0,0,0,0.7933533402912352,0.6087614290087207,0.49999999999999994,0.8660254037844387
3.24,3.49,0.0,0,0,0,1,0,0,0,0.8314696123025452,0.5555702330196023,0.49999999999999994,0.8660254037844387
3.89,4.64,0.0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
3.28,3.42,0.0,0,0,0,1,0,0,0,0.8968727415326883,0.44228869021900147,0.49999999999999994,0.8660254037844387
3.28,3.49,0.0,0,0,0,1,0,0,0,0.9238795325112867,0.38268343236508984,0.49999999999999994,0.8660254037844387
3.96,4.68,0.0,0,0,0,1,0,0,0,0.9469301294951056,0.3214394653031617,0.49999999999999994,0.8660254037844387
3.24,3.42,0.0,0,0,0,1,0,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
3.46,3.78,0.0,0,0,0,1,0,0,0,0.9807852804032304,0.19509032201612833,0.49999999999999994,0.8660254037844387
3.67,4.07,0.0,0,0,0,1,0,0,0,0.9914448613738104,0.1305261922200517,0.49999999999999994,0.8660254037844387
3.24,3.42,0.0,0,0,0,1,0,0,0,0.9978589232386035,0.06540312923014305,0.49999999999999994,0.8660254037844387
3.67,3.96,0.0,0,0,0,1,0,0,0,1.0,-1.6081226496766366e-16,0.49999999999999994,0.8660254037844387
3.53,3.78,0.0,0,0,0,1,0,0,0,0.9978589232386035,-0.06540312923014314,0.49999999999999994,0.8660254037844387
3.2,3.24,0.0,0,0,0,1,0,0,0,0.9914448613738104,-0.1305261922200516,0.49999999999999994,0.8660254037844387
3.78,4.07,0.0,0,0,0,1,0,0,0,0.9807852804032304,-0.1950903220161282,0.49999999999999994,0.8660254037844387
3.35,3.35,0.0,0,0,0,1,0,0,0,0.9659258262890683,-0.25881904510252085,0.49999999999999994,0.8660254037844387
3.53,3.49,0.0,0,0,0,1,0,0,0,0.9469301294951057,-0.3214394653031616,0.49999999999999994,0.8660254037844387
6.3,4.57,0.0,0,0,0,1,0,0,0,0.9238795325112867,-0.3826834323650897,0.49999999999999994,0.8660254037844387
6.05,4.79,0.0,0,0,0,1,0,0,0,0.8968727415326884,-0.44228869021900113,0.49999999999999994,0.8660254037844387
6.73,4.54,0.0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
29.02,18.83,0.07,0,0,0,1,0,0,0,0.8314696123025453,-0.555570233019602,0.49999999999999994,0.8660254037844387
46.19,28.66,0.0,0,0,0,1,0,0,0,0.7933533402912354,-0.6087614290087203,0.49999999999999994,0.8660254037844387
52.06,35.32,0.0,0,0,0,1,0,0,0,0.7518398074789774,-0.6593458151000688,0.49999999999999994,0.8660254037844387
56.2,12.53,0.11,0,0,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
56.84,8.32,0.0,0,0,0,1,0,0,1,0.659345815100069,-0.7518398074789773,0.49999999999999994,0.8660254037844387
51.26,4.54,0.94,0,0,0,1,0,0,1,0.6087614290087209,-0.793353340291235,0.49999999999999994,0.8660254037844387
48.13,2.34,1.15,0,0,0,1,0,0,1,0.5555702330196022,-0.8314696123025453,0.49999999999999994,0.8660254037844387
52.81,7.06,0.54,0,0,0,1,0,0,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387
54.79,7.52,0.14,0,0,0,1,0,1,0,0.4422886902190013,-0.8968727415326883,0.49999999999999994,0.8660254037844387
53.21,8.35,0.11,0,0,0,1,0,1,0,0.3826834323650899,-0.9238795325112867,0.49999999999999994,0.8660254037844387
80.21,32.4,0.0,0,0,0,1,0,1,0,0.32143946530316175,-0.9469301294951056,0.49999999999999994,0.8660254037844387
77.58,25.49,0.0,0,0,0,1,0,1,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387
128.52,70.85,0.0,0,0,0,1,0,1,0,0.19509032201612816,-0.9807852804032304,0.49999999999999994,0.8660254037844387
144.47,78.48,0.0,0,0,0,1,0,1,0,0.13052619222005157,-0.9914448613738104,0.49999999999999994,0.8660254037844387
90.86,54.29,0.0,0,0,0,1,0,1,0,0.06540312923014312,-0.9978589232386035,0.49999999999999994,0.8660254037844387
123.3,66.06,0.0,0,0,0,1,0,1,0,-3.216245299353273e-16,-1.0,0.49999999999999994,0.8660254037844387
19.22,5.54,18.9,0,0,0,1,0,0,1,-0.06540312923014287,-0.9978589232386035,0.49999999999999994,0.8660254037844387
8.46,0.0,25.92,0,0,0,1,0,0,1,-0.13052619222005177,-0.9914448613738104,0.49999999999999994,0.8660254037844387
8.24,0.0,25.34,0,0,0,1,0,0,1,-0.19509032201612792,-0.9807852804032305,0.49999999999999994,0.8660254037844387
8.03,0.0,25.49,0,0,0,1,0,0,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387
79.67,27.29,6.52,0,0,0,1,0,0,1,-0.3214394653031611,-0.9469301294951058,0.49999999999999994,0.8660254037844387
97.85,46.8,0.0,0,0,0,1,0,0,1,-0.38268343236508967,-0.9238795325112868,0.49999999999999994,0.8660254037844387
124.45,49.79,0.0,0,0,0,1,0,0,1,-0.4422886902190011,-0.8968727415326884,0.49999999999999994,0.8660254037844387
108.61,43.34,0.0,0,0,0,1,0,0,1,-0.5000000000000001,-0.8660254037844386,0.49999999999999994,0.8660254037844387
123.12,55.26,0.0,0,0,0,1,0,0,1,-0.555570233019602,-0.8314696123025455,0.49999999999999994,0.8660254037844387
129.1,53.5,0.0,0,0,0,1,0,0,1,-0.6087614290087207,-0.7933533402912352,0.49999999999999994,0.8660254037844387
82.08,27.58,0.0,0,0,0,1,0,0,1,-0.6593458151000685,-0.7518398074789777,0.49999999999999994,0.8660254037844387
143.89,60.91,0.0,0,0,0,1,0,0,1,-0.7071067811865475,-0.7071067811865477,0.49999999999999994,0.8660254037844387
86.9,34.27,0.0,0,0,0,1,0,0,1,-0.7518398074789769,-0.6593458151000694,0.49999999999999994,0.8660254037844387
141.44,62.57,0.0,0,0,0,1,0,0,1,-0.7933533402912349,-0.6087614290087209,0.49999999999999994,0.8660254037844387
116.53,52.88,0.0,0,0,0,1,0,0,1,-0.8314696123025452,-0.5555702330196022,0.49999999999999994,0.8660254037844387
129.31,61.16,0.0,0,0,0,1,0,0,1,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387
136.44,56.77,0.0,0,0,0,1,0,0,1,-0.8968727415326883,-0.44228869021900136,0.49999999999999994,0.8660254037844387
85.72,34.85,0.0,0,0,0,1,0,0,1,-0.9238795325112865,-0.38268343236509034,0.49999999999999994,0.8660254037844387
147.46,65.27,0.0,0,0,0,1,0,0,1,-0.9469301294951056,-0.3214394653031618,0.49999999999999994,0.8660254037844387
86.94,30.78,0.0,0,0,0,1,0,0,1,-0.9659258262890681,-0.2588190451025215,0.49999999999999994,0.8660254037844387
67.25,25.81,0.0,0,0,0,1,0,1,0,-0.9807852804032303,-0.19509032201612866,0.49999999999999994,0.8660254037844387
115.78,50.04,0.0,0,0,0,1,0,1,0,-0.9914448613738104,-0.13052619222005163,0.49999999999999994,0.8660254037844387
113.11,34.63,0.0,0,0,0,1,0,1,0,-0.9978589232386035,-0.06540312923014273,0.49999999999999994,0.8660254037844387
76.75,11.74,1.04,0,0,0,1,0,1,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387
41.9,15.23,0.14,0,0,0,1,0,1,0,-0.9978589232386035,0.06540312923014326,0.49999999999999994,0.8660254037844387
37.4,19.94,0.0,0,0,0,1,0,1,0,-0.9914448613738105,0.13052619222005127,0.49999999999999994,0.8660254037844387
40.25,8.82,0.5,0,0,0,1,0,1,0,-0.9807852804032304,0.1950903220161283,0.49999999999999994,0.8660254037844387
34.92,1.98,1.58,0,0,0,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387
41.36,6.44,0.43,0,0,0,1,0,1,0,-0.9469301294951057,0.3214394653031615,0.49999999999999994,0.8660254037844387
35.96,2.52,1.37,0,0,0,1,0,1,0,-0.9238795325112866,0.38268343236509,0.49999999999999994,0.8660254037844387
39.42,5.29,0.47,0,0,0,1,0,1,0,-0.8968727415326884,0.442288690219001,0.49999999999999994,0.8660254037844387
38.16,4.68,0.5,0,0,0,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
33.23,1.51,3.96,0,0,0,1,0,0,1,-0.8314696123025455,0.5555702330196018,0.49999999999999994,0.8660254037844387
25.88,0.0,12.13,0,0,0,1,0,0,1,-0.7933533402912352,0.6087614290087205,0.49999999999999994,0.8660254037844387
10.84,0.0,23.22,0,0,0,1,0,0,1,-0.7518398074789777,0.6593458151000684,0.49999999999999994,0.8660254037844387
9.29,0.0,23.51,0,0,0,1,0,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
6.98,0.0,25.16,0,0,0,1,0,0,1,-0.6593458151000694,0.7518398074789769,0.49999999999999994,0.8660254037844387
5.11,0.0,26.5,0,0,0,1,0,0,1,-0.608761429008721,0.7933533402912349,0.49999999999999994,0.8660254037844387
5.08,0.0,26.42,0,0,0,1,0,0,1,-0.555570233019603,0.8314696123025447,0.49999999999999994,0.8660254037844387
5.04,0.0,26.46,0,0,0,1,0,0,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
4.93,1.84,15.44,0,0,0,1,0,1,0,-0.4422886902190014,0.8968727415326883,0.49999999999999994,0.8660254037844387
4.64,5.22,0.0,0,0,0,1,0,1,0,-0.38268343236508956,0.9238795325112868,0.49999999999999994,0.8660254037844387
4.68,5.18,0.0,0,0,0,1,0,1,0,-0.32143946530316186,0.9469301294951056,0.49999999999999994,0.8660254037844387
4.68,5.11,0.0,0,0,0,1,0,1,0,-0.2588190451025207,0.9659258262890683,0.49999999999999994,0.8660254037844387
4.57,4.54,0.0,0,0,0,1,0,0,0,-0.19509032201612786,0.9807852804032305,0.49999999999999994,0.8660254037844387
4.57,4.25,0.0,0,0,0,1,0,0,0,-0.13052619222005168,0.9914448613738104,0.49999999999999994,0.8660254037844387
4.54,4.25,0.0,0,0,0,1,0,0,0,-0.06540312923014367,0.9978589232386035,0.49999999999999994,0.8660254037844387
4.61,4.21,0.0,0,0,0,1,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387
4.61,4.61,0.0,0,0,0,0,1,0,0,0.06540312923014306,0.9978589232386035,0.49999999999999994,0.8660254037844387
4.61,4.54,0.0,0,0,0,0,1,0,0,0.13052619222005157,0.9914448613738104,0.49999999999999994,0.8660254037844387
4.57,4.5,0.0,0,0,0,0,1,0,0,0.19509032201612828,0.9807852804032304,0.49999999999999994,0.8660254037844387
4.57,4.61,0.0,0,0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
4.64,4.46,0.0,0,0,0,0,1,0,0,0.3214394653031616,0.9469301294951057,0.49999999999999994,0.8660254037844387
4.64,4.57,0.0,0,0,0,0,1,0,0,0.38268343236508984,0.9238795325112867,0.49999999999999994,0.8660254037844387
4.61,4.79,0.0,0,0,0,0,1,0,0,0.4422886902190013,0.8968727415326883,0.49999999999999994,0.8660254037844387
4.57,4.5,0.0,0,0,0,0,1,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
4.61,4.39,0.0,0,0,0,0,1,0,0,0.5555702330196022,0.8314696123025452,0.49999999999999994,0.8660254037844387
4.64,4.75,0.0,0,0,0,0,1,0,0,0.6087614290087207,0.7933533402912352,0.49999999999999994,0.8660254037844387
4.64,4.75,0.0,0,0,0,0,1,0,0,0.6593458151000688,0.7518398074789774,0.49999999999999994,0.8660254037844387
4.57,4.75,0.0,0,0,0,0,1,0,0,0.7071067811865476,0.7071067811865475,0.49999999999999994,0.8660254037844387
4.64,5.11,0.0,0,0,0,0,1,0,0,0.7518398074789774,0.6593458151000688,0.49999999999999994,0.8660254037844387
4.64,4.72,0.0,0,0,0,0,1,0,0,0.7933533402912352,0.6087614290087207,0.49999999999999994,0.8660254037844387
4.68,4.68,0.0,0,0,0,0,1,0,0,0.8314696123025452,0.5555702330196023,0.49999999999999994,0.8660254037844387
4.57,4.46,0.0,0,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
4.54,4.32,0.0,0,0,0,0,1,0,0,0.8968727415326883,0.44228869021900147,0.49999999999999994,0.8660254037844387
4.61,4.46,0.0,0,0,0,0,1,0,0,0.9238795325112867,0.38268343236508984,0.49999999999999994,0.8660254037844387
4.57,4.32,0.0,0,0,0,0,1,0,0,0.9469301294951056,0.3214394653031617,0.49999999999999994,0.8660254037844387
4.61,4.32,0.0,0,0,0,0,1,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
4.54,4.14,0.0,0,0,0,0,1,0,0,0.9807852804032304,0.19509032201612833,0.49999999999999994,0.8660254037844387
4.57,4.21,0.0,0,0,0,0,1,0,0,0.9914448613738104,0.1305261922200517,0.49999999999999994,0.8660254037844387
4.57,4.43,0.0,0,0,0,0,1,0,0,0.9978589232386035,0.06540312923014305,0.49999999999999994,0.8660254037844387
4.57,4.5,0.0,0,0,0,0,1,0,0,1.0,-1.6081226496766366e-16,0.49999999999999994,0.8660254037844387
4.64,4.61,0.0,0,0,0,0,1,0,0,0.9978589232386035,-0.06540312923014314,0.49999999999999994,0.8660254037844387
4.57,4.36,0.0,0,0,0,0,1,0,0,0.9914448613738104,-0.1305261922200516,0.49999999999999994,0.8660254037844387
