Temperature,Humidity,CO2,Occupancy,weekend,tod_sin,tod_cos
21.89,30.7675,882.5,1,0,-0.7906895737438433,-0.6122172800344493
21.89,30.945,884.5,1,0,-0.7933533402912349,-0.6087614290087209
21.89,30.7925,899.0,1,0,-0.7986355100472928,-0.6018150231520483
21.89,30.77,888.25,1,0,-0.8012538126910606,-0.5983246005706593
21.89,30.795,878.5,1,0,-0.8038568606172171,-0.5948227867513417
21.89,30.8175,891.25,1,0,-0.8064446042674827,-0.5913096483635822
21.89,30.65,896.5,1,0,-0.8090169943749473,-0.5877852522924732
21.89,30.7475,889.5,1,0,-0.8090169943749473,-0.5877852522924732
21.89,30.76333,887.33,1,0,-0.8141155183563188,-0.5807029557109403
21.89,30.77,893.5,1,0,-0.8166415551616789,-0.5771451900372337
21.89,30.445,832.5,1,0,-0.8191520442889916,-0.5735764363510464
21.89,30.56667,829.0,1,0,-0.8191520442889916,-0.5735764363510464
21.89,30.5,829.25,1,0,-0.8241261886220157,-0.5664062369248328
21.89,30.575,850.5,1,0,-0.8241261886220157,-0.5664062369248328
21.89,30.6,844.0,1,0,-0.8265897491271885,-0.5628049276950688
21.89,30.55,840.25,1,0,-0.8314696123025448,-0.555570233019603
21.86,30.55,823.75,1,0,-0.8338858220671681,-0.5519369853120584
21.89,30.6,824.0,1,0,-0.8362861558477592,-0.5482932295199142
21.89,30.34,813.0,1,0,-0.8386705679454242,-0.544639035015027
21.89,30.35667,802.0,1,0,-0.8410390129643924,-0.540974471367994
21.86,30.3925,810.75,1,0,-0.8410390129643924,-0.540974471367994
21.89,30.35667,805.33,1,0,-0.8457278217039733,-0.5336145159156114
21.89,30.315,796.5,1,0,-0.848048096156426,-0.529919264233205
21.89,30.2,795.0,1,0,-0.8503522249955627,-0.5262139236518698
21.89,30.34,793.5,1,0,-0.8503522249955627,-0.5262139236518698
21.89,30.295,790.5,1,0,-0.8549118706729466,-0.5187732581605214
21.89,30.29,786.5,1,0,-0.8549118706729466,-0.5187732581605214
21.89,30.39,794.33,1,0,-0.8571673007021121,-0.5150380749100544
21.89,30.365,795.5,1,0,-0.8616291604415258,-0.5075383629607041
21.89,30.42667,792.67,1,0,-0.8638355052043956,-0.5037739770455264
21.89,30.73,798.0,1,0,-0.8660254037844385,-0.5000000000000004
21.89,30.4175,795.5,1,0,-0.8681988144891424,-0.4962165036752081
21.89,30.39,797.75,1,0,-0.8681988144891424,-0.4962165036752081
21.89,30.39,798.0,1,0,-0.8703556959398996,-0.4924235601034672
21.89,30.445,802.0,1,0,-0.8746197071393959,-0.48480962024633684
21.89,30.35667,797.5,1,0,-0.8767267557075077,-0.4809887689193877
21.89,30.32333,791.5,1,0,-0.8788171126619653,-0.4771587602596087
21.89,30.32,788.25,1,0,-0.8808907382053852,-0.4733196671848439
21.89,30.39,792.25,1,0,-0.882947592858927,-0.46947156278589075
21.89,30.39,795.5,1,0,-0.882947592858927,-0.46947156278589075
21.89,30.365,793.5,1,0,-0.8849876374630418,-0.46561452032511164
21.89,30.23,789.33,1,0,-0.8890171414857364,-0.45787391511695663
21.89,30.2,786.0,1,0,-0.8910065241883678,-0.4539904997395469
21.89,30.0225,771.75,1,0,-0.8929789434111368,-0.4500984410374354
21.89,29.96,760.0,1,0,-0.8949343616020248,-0.44619781310980944
21.89,29.9175,756.0,1,0,-0.8949343616020248,-0.44619781310980944
21.89,30.1,754.0,1,0,-0.8968727415326883,-0.44228869021900136
21.89,30.15,759.0,1,0,-0.9006982393225876,-0.43444525740441764
21.89,30.13333,756.67,1,0,-0.9025852843498606,-0.43051109680829514
21.89,30.47,764.25,1,0,-0.9044551454543679,-0.4265687399014586
21.89,30.16667,768.0,1,0,-0.9063077870366497,-0.42261826174069994
21.89,30.075,770.25,1,0,-0.9081431738250814,-0.418659737537428
21.89,30.125,766.25,1,0,-0.9081431738250814,-0.418659737537428
21.89,30.175,767.75,1,0,-0.9117620435770887,-0.4107188526134769
21.89,30.295,777.0,1,0,-0.913545457642601,-0.4067366430758001
21.89,30.2,775.33,1,0,-0.9153114791194471,-0.40274668985873735
21.89,30.2,768.0,1,0,-0.9153114791194471,-0.40274668985873735
21.86,30.15,766.75,1,0,-0.9187912101488984,-0.39474385638426707
21.89,30.075,772.5,1,0,-0.9187912101488984,-0.39474385638426707
21.89,30.0725,774.75,1,0,-0.9205048534524403,-0.3907311284892738
21.89,30.03,766.33,1,0,-0.9238795325112868,-0.3826834323650895
21.89,29.9175,752.0,1,0,-0.9255405040175664,-0.378648617352433
21.89,30.1,754.0,1,0,-0.9271838545667873,-0.3746065934159123
21.89,30.1,755.0,1,0,-0.9288095528719243,-0.3705574375098359
21.89,30.075,763.25,1,0,-0.9304175679820246,-0.3665012267242972
21.89,30.1975,769.5,1,0,-0.9304175679820246,-0.3665012267242972
21.89,30.23,769.33,1,0,-0.9335804264972016,-0.3583679495453007
21.92,30.5475,772.25,1,0,-0.9351352096860117,-0.3542910379977157
21.96,30.79333,784.67,1,0,-0.9366721892483976,-0.3502073812594676
21.97,30.2,784.25,1,0,-0.9366721892483976,-0.3502073812594676
22.0,30.175,794.25,1,0,-0.9396926207859082,-0.3420201433256694
21.94,30.245,791.0,1,0,-0.9396926207859082,-0.3420201433256694
21.93,30.29,791.33,1,0,-0.9411760152563706,-0.337916718003327
21.97,30.175,793.25,1,0,-0.9440890203927841,-0.32969064526278785
21.89,30.245,787.5,1,0,-0.9455185755993168,-0.32556815445715664
21.93,30.35667,789.0,1,0,-0.9469301294951056,-0.3214394653031618
21.94,30.1725,782.75,1,0,-0.9483236552061992,-0.31730465640509264
21.92,30.34,783.5,1,0,-0.9483236552061992,-0.31730465640509264
21.93,30.29,791.0,1,0,-0.9496991262018767,-0.3131638064837503
21.92,30.2925,786.0,1,0,-0.9523957996432783,-0.3048642990280112
21.92,30.27,786.5,1,0,-0.9537169507482267,-0.3007057995042738
21.93,30.19667,786.33,1,0,-0.9550199444571866,-0.29654157497557104
21.89,30.34,786.33,1,0,-0.9563047559630353,-0.2923717047227371
21.94,30.34,787.67,1,0,-0.9575713608048145,-0.2881962681340891
21.94,30.39,786.5,1,0,-0.9575713608048145,-0.2881962681340891
21.89,30.365,791.75,1,0,-0.958819734868193,-0.28401534470392265
21.89,30.39,788.0,1,0,-0.961261695938319,-0.2756373558169989
21.92,30.4725,797.75,1,0,-0.9624552364536473,-0.2714404498650742
21.92,30.39,801.75,1,0,-0.963630453208623,-0.26723837607825707
21.94,30.5,803.5,1,0,-0.964787323828813,-0.2630312144579744
21.89,30.4725,811.0,1,0,-0.964787323828813,-0.2630312144579744
21.89,30.42667,803.67,1,0,-0.9659258262890683,-0.25881904510252063
21.97,30.5,801.5,1,0,-0.9681476403781076,-0.25038000405444183
21.94,30.5,804.0,1,0,-0.9692309097067544,-0.24615329302899286
21.97,30.4175,807.0,1,0,-0.9702957262759965,-0.24192189559966779
21.94,30.3675,801.75,1,0,-0.9713420698132613,-0.23768589232617343
21.97,30.4725,796.25,1,0,-0.9723699203976767,-0.23344536385590514
21.93,30.53333,807.0,1,0,-0.9723699203976767,-0.23344536385590514
21.97,30.55,823.75,1,0,-0.9743700647852351,-0.22495105434386525
21.89,30.46333,818.0,1,0,-0.9753423205085126,-0.22069743502150163
21.96,30.458,807.5,1,0,-0.9762960071199334,-0.21643961393810282
21.92,30.5,814.0,1,0,-0.9762960071199334,-0.21643961393810282
21.96,30.39,804.25,1,0,-0.9781476007338056,-0.2079116908177598
21.94,30.445,805.0,1,0,-0.9781476007338056,-0.2079116908177598
21.94,30.3975,805.75,1,0,-0.9790454724845837,-0.2036417511401782
21.94,30.3425,799.25,1,0,-0.9807852804032303,-0.19509032201612866
22.0,30.445,797.0,1,0,-0.9816271834476639,-0.19080899537654547
21.97,30.4175,798.25,1,0,-0.9824503977255097,-0.18652403600873468
22.0,30.2,784.5,1,0,-0.9832549075639545,-0.18223552549214778
21.93,30.32667,780.67,1,0,-0.9840406976462908,-0.17794354547384236
21.97,30.365,782.75,1,0,-0.9840406976462908,-0.17794354547384236
21.89,30.39,787.0,1,0,-0.9855560590580776,-0.16934950384902486
21.89,30.245,790.5,1,0,-0.9862856015372313,-0.16504760586067815
21.89,30.3175,782.25,1,0,-0.9869963665602319,-0.160742565603826
21.89,30.19667,778.0,1,0,-0.9869963665602319,-0.160742565603826
21.89,30.2475,778.0,1,0,-0.9883615104677607,-0.15212338618991714
21.89,30.13333,773.33,1,0,-0.9883615104677607,-0.15212338618991714
21.89,30.175,766.25,1,0,-0.9890158633619168,-0.14780941112961046
21.89,30.125,756.25,1,0,-0.9902680687415704,-0.13917310096006494
21.89,30.175,751.33,1,0,-0.9908658973868822,-0.13485093027372277
21.89,30.03333,746.5,1,0,-0.9914448613738104,-0.13052619222005163
21.89,29.8675,740.5,1,0,-0.992004949679715,-0.12619896913583006
21.84,29.84,735.0,1,0,-0.992004949679715,-0.12619896913583006
21.89,29.89,719.0,1,0,-0.9925461516413221,-0.12186934340514717
21.82,29.84,718.0,1,0,-0.9935718556765875,-0.11320321376790694
21.82,29.85667,716.0,1,0,-0.9940563382223195,-0.10886687485196507
21.84,29.84,712.25,1,0,-0.9945218953682734,-0.10452846326765336
21.82,29.815,708.5,1,0,-0.9949685182509117,-0.10018806161207644
21.84,29.795,702.0,1,0,-0.9953961983671787,-0.09584575252022441
21.82,29.82333,702.0,1,0,-0.9953961983671787,-0.09584575252022441
21.82,29.7475,695.75,1,0,-0.9958049275746618,-0.0915016186634022
21.79,29.73,686.67,1,0,-0.9965655024977614,-0.08280820751220469
21.82,29.55,679.75,1,0,-0.996917333733128,-0.07845909572784557
21.79,29.5,674.0,1,0,-0.9972501850994857,-0.07410849019539925
21.79,29.3675,669.25,1,0,-0.9975640502598242,-0.06975647374412558
21.79,29.745,667.5,1,0,-0.9975640502598242,-0.06975647374412558
21.82,29.6725,679.0,1,0,-0.9978589232386035,-0.06540312923014362
21.79,29.6,678.0,1,0,-0.9983916705573488,-0.056692787563377714
21.84,29.55,674.0,1,0,-0.9986295347545738,-0.052335956242944306
21.79,29.4725,666.5,1,0,-0.9988483864849507,-0.0479781285213447
21.79,29.34,665.67,1,0,-0.9990482215818578,-0.04361938736533613
21.89,29.29,648.67,1,0,-0.9992290362407229,-0.03925981575906901
21.84,29.315,643.25,1,0,-0.9992290362407229,-0.03925981575906901
21.89,29.29,635.0,1,0,-0.9995335908367129,-0.030538513209822718
21.86,29.29,636.25,1,0,-0.9996573249755573,-0.026176948307873482
21.89,29.34,636.25,1,0,-0.9997620270799091,-0.021814885034560836
21.89,29.29,639.0,1,0,-0.9997620270799091,-0.021814885034560836
21.86,29.43333,640.33,1,0,-0.999914327574007,-0.013089595571344698
21.89,29.2675,639.75,1,0,-0.999914327574007,-0.013089595571344698
21.89,29.245,638.5,1,0,-0.9999619230641713,-0.008726535498373576
21.89,29.42,643.5,1,0,-1.0,-1.8369701987210297e-16
21.89,29.7725,648.0,1,0,-0.9999904807207345,0.004363309284747004
21.89,29.7475,656.75,1,0,-0.9999619230641713,0.008726535498374096
21.89,29.45667,655.67,1,0,-0.999914327574007,0.01308959557134433
21.89,29.2675,646.75,1,0,-0.9998476951563913,0.01745240643728313
21.89,29.29,643.0,1,0,-0.9998476951563913,0.01745240643728313
21.89,29.23,639.0,1,0,-0.9996573249755573,0.026176948307873114
21.89,29.2,633.5,1,0,-0.999533590836713,0.030538513209822354
21.86,29.125,631.0,1,0,-0.9993908270190958,0.03489949670250128
21.89,29.125,626.0,1,0,-0.9993908270190958,0.03489949670250128
21.82,28.9725,614.75,1,0,-0.9990482215818578,0.043619387365335764
21.79,28.89,606.0,1,0,-0.9990482215818578,0.043619387365335764
21.82,28.85667,603.0,1,0,-0.9988483864849507,0.04797812852134344
21.79,28.79,600.75,1,0,-0.9983916705573488,0.056692787563377346
21.79,28.695,601.0,1,0,-0.998134798421867,0.06104853953485644
21.79,28.63333,601.67,1,0,-0.9978589232386036,0.06540312923014237
21.79,28.7225,597.25,1,0,-0.9975640502598243,0.06975647374412522
21.79,28.6475,596.5,1,0,-0.9975640502598243,0.06975647374412522
21.79,28.53333,596.67,1,0,-0.9972501850994857,0.07410849019539888
21.79,28.525,595.25,1,0,-0.9965655024977614,0.08280820751220433
21.79,28.42,588.5,1,0,-0.9961946980917455,0.08715574274765789
21.79,28.55,585.0,1,0,-0.9958049275746618,0.09150161866340183
21.77,28.5,585.75,1,0,-0.9953961983671789,0.09584575252022316
21.7,28.445,584.5,1,0,-0.9949685182509117,0.10018806161207608
21.7,28.5,585.0,1,0,-0.9949685182509117,0.10018806161207608
21.7,28.56667,582.0,0,0,-0.9945218953682734,0.10452846326765299
21.7,28.76,578.0,0,0,-0.9935718556765876,0.11320321376790658
21.7,28.79,584.0,0,0,-0.9930684569549263,0.11753739745783724
21.7,28.79,586.5,0,0,-0.992546151641322,0.12186934340514768
21.7,28.84,587.5,0,0,-0.992004949679715,0.1261989691358297
21.7,28.86,586.0,0,0,-0.992004949679715,0.1261989691358297
21.7,28.86,592.33,0,0,-0.9914448613738104,0.13052619222005213
21.7,28.79,590.0,0,0,-0.9902680687415704,0.13917310096006547
21.6,28.895,590.0,0,0,-0.9896513868196702,0.14349262199117904
21.63,28.79,590.5,0,0,-0.9890158633619168,0.14780941112961096
21.6,28.73,593.5,0,0,-0.9883615104677607,0.15212338618991678
21.6,28.79,595.0,0,0,-0.9876883405951378,0.15643446504023067
21.6,28.79,594.67,0,0,-0.9876883405951378,0.15643446504023067
21.55,28.79,593.0,0,0,-0.9862856015372314,0.1650476058606778
21.6,28.79,582.5,0,0,-0.9855560590580777,0.1693495038490245
21.6,28.79,579.5,0,0,-0.9848077530122081,0.17364817766692997
21.6,28.79,588.0,0,0,-0.9848077530122081,0.17364817766692997
21.5,28.84,596.5,0,0,-0.9832549075639546,0.18223552549214742
21.5,28.82333,622.33,0,0,-0.9832549075639546,0.18223552549214742
21.5,28.79,606.0,0,0,-0.9824503977255098,0.18652403600873432
21.5,29.6,605.0,0,0,-0.9807852804032304,0.1950903220161283
21.5,28.995,642.5,0,0,-0.9799247046208297,0.19936793441719694
21.39,29.015,604.25,0,0,-0.979045472484584,0.203641751140177
21.39,29.445,596.0,0,0,-0.9781476007338058,0.20791169081775857
21.39,29.2,612.0,0,0,-0.9772311064626789,0.21217767215644612
21.39,29.1,720.5,0,0,-0.9772311064626789,0.21217767215644612
21.32,29.33,1760.0,0,0,-0.9753423205085129,0.2206974350215004
21.29,29.0,1665.0,0,0,-0.9743700647852352,0.22495105434386492
21.29,29.03,1255.67,0,0,-0.9733792584604486,0.22920039092241382
21.29,29.2,724.0,0,0,-0.9733792584604486,0.22920039092241382
21.29,29.1,619.0,0,0,-0.9713420698132614,0.23768589232617307
21.29,29.9,562.5,0,0,-0.9713420698132614,0.23768589232617307
21.29,29.92667,582.0,0,0,-0.9702957262759966,0.24192189559966742
21.29,29.8,616.0,0,0,-0.9681476403781077,0.25038000405444144
21.24,29.55,648.5,0,0,-0.9670459389139432,0.2546019482055274
21.2,29.5,673.0,0,0,-0.9659258262890682,0.25881904510252113
21.2,30.1,608.0,0,0,-0.9647873238288129,0.2630312144579749
21.2,29.6,752.0,0,0,-0.9647873238288129,0.2630312144579749
21.2,30.45,621.5,0,0,-0.9636304532086231,0.26723837607825673
21.2,30.0,589.33,0,0,-0.9612616959383188,0.2756373558169994
21.2,29.9,608.5,0,0,-0.9600498543859287,0.279829014030992
21.2,29.945,620.0,0,0,-0.9588197348681932,0.2840153447039223
21.2,29.495,598.5,0,0,-0.9575713608048143,0.2881962681340896
21.2,29.64,640.5,0,0,-0.9563047559630354,0.2923717047227367
21.2,29.96333,695.0,0,0,-0.9563047559630354,0.2923717047227367
21.2,29.89,670.0,0,0,-0.9550199444571867,0.2965415749755707
21.2,29.79,619.0,0,0,-0.9523957996432784,0.3048642990280109
21.2,29.76,571.67,0,0,-0.9510565162951536,0.30901699437494723
21.2,29.995,533.5,0,0,-0.9496991262018771,0.3131638064837491
21.17,29.99667,618.67,0,0,-0.9483236552061993,0.31730465640509226
21.2,30.2,516.0,0,0,-0.9483236552061993,0.31730465640509226
21.15,31.05,515.0,0,0,-0.9469301294951057,0.3214394653031615
21.15,29.8,513.5,0,0,-0.9440890203927844,0.32969064526278663
21.15,29.645,520.0,0,0,-0.9426414910921784,0.3338068592337709
21.1,29.65,527.5,0,0,-0.9411760152563707,0.3379167180033267
21.1,29.45,526.0,0,0,-0.9396926207859085,0.34202014332566816
21.1,29.66333,526.33,0,0,-0.9381913359224844,0.3461170570774922
21.1,29.795,528.0,0,0,-0.9381913359224844,0.3461170570774922
21.1,29.89,524.0,0,0,-0.9351352096860118,0.35429103799771533
21.1,29.695,524.5,0,0,-0.9335804264972021,0.35836794954529955
21.1,29.89667,521.33,0,0,-0.9320078692827986,0.36243803828370147
21.1,29.995,524.0,0,0,-0.9320078692827986,0.36243803828370147
21.1,29.945,522.5,0,0,-0.9288095528719241,0.3705574375098364
21.1,29.79,526.0,0,0,-0.9288095528719241,0.3705574375098364
21.05,29.75,520.0,0,0,-0.9271838545667874,0.37460659341591196
21.1,30.29,526.0,0,0,-0.9238795325112866,0.38268343236509
21.1,29.39,530.0,0,0,-0.9222009716704518,0.3867109616368206
21.1,29.6,529.0,0,0,-0.9205048534524405,0.3907311284892735
21.1,29.34,529.0,0,0,-0.9187912101488982,0.39474385638426757
21.1,29.745,527.0,0,0,-0.917060074385124,0.39874906892524625
21.1,29.39333,530.0,0,0,-0.917060074385124,0.39874906892524625
21.1,30.05,526.0,0,0,-0.9135454576426008,0.40673664307580054
21.08,29.5,526.0,0,0,-0.9117620435770886,0.4107188526134774
21.1,29.5,526.0,0,0,-0.9099612708765433,0.4146932426562389
21.1,30.09,531.5,0,0,-0.9099612708765433,0.4146932426562389
21.1,30.1,534.0,0,0,-0.9063077870366498,0.4226182617406996
21.0,29.495,533.0,0,0,-0.9063077870366498,0.4226182617406996
21.1,29.445,521.33,0,0,-0.904455145454368,0.42656873990145827
21.1,29.645,523.5,0,0,-0.9006982393225882,0.43444525740441653
21.1,30.1,521.0,0,0,-0.898794046299167,0.4383711467890774
21.0,29.945,522.0,0,0,-0.8968727415326884,0.442288690219001
21.1,29.6,520.0,0,0,-0.8949343616020253,0.44619781310980833
21.02,30.1225,520.5,0,0,-0.8949343616020253,0.44619781310980833
21.0,30.0,520.0,0,0,-0.892978943411137,0.45009844103743507
21.0,29.53,523.67,0,0,-0.8890171414857366,0.45787391511695635
21.0,29.55,520.0,0,0,-0.887010833178222,0.46174861323503325
21.0,29.195,524.5,0,0,-0.8849876374630419,0.4656145203251113
21.0,29.53,519.33,0,0,-0.8829475928589271,0.4694715627858904
21.0,29.445,519.0,0,0,-0.8808907382053859,0.4733196671848428
21.0,30.1,520.0,0,0,-0.8808907382053859,0.4733196671848428
21.0,29.945,522.5,0,0,-0.8788171126619658,0.4771587602596076
21.0,29.8,527.5,0,0,-0.8746197071393961,0.4848096202463365
21.0,30.06667,537.0,0,0,-0.8724960070727971,0.48862124149695496
21.0,29.76667,542.33,0,0,-0.8703556959398998,0.4924235601034669
21.0,29.5,548.0,0,0,-0.8681988144891425,0.49621650367520775
21.0,29.995,545.5,0,0,-0.8681988144891425,0.49621650367520775
21.0,29.92667,549.67,0,0,-0.8660254037844386,0.5000000000000001
21.0,29.495,562.0,0,0,-0.8616291604415255,0.5075383629607045
21.0,29.5,583.0,0,0,-0.8594064115014526,0.5112930860770523
21.0,29.4475,552.0,0,0,-0.8571673007021123,0.5150380749100542
21.0,29.69667,540.0,0,0,-0.8549118706729468,0.5187732581605211
21.0,29.445,527.33,0,0,-0.8526401643540921,0.522498564715949
21.0,29.4,523.33,0,0,-0.8526401643540921,0.522498564715949
21.0,29.495,517.0,0,0,-0.8480480961564261,0.5299192642332047
21.0,30.06,517.33,0,0,-0.8457278217039731,0.5336145159156118
21.0,30.0,513.0,0,0,-0.8433914458128857,0.5372996083468239
21.0,29.995,511.0,0,0,-0.8433914458128857,0.5372996083468239
21.0,29.56,513.0,0,0,-0.8386705679454243,0.5446390350150266
21.0,29.35,513.0,0,0,-0.8386705679454243,0.5446390350150266
21.0,29.9,512.33,0,0,-0.8362861558477594,0.5482932295199139
21.0,29.8,510.5,0,0,-0.8314696123025455,0.5555702330196018
20.93,29.59333,512.0,0,0,-0.8290375725550421,0.5591929034707462
20.94,29.445,509.0,0,0,-0.8265897491271886,0.5628049276950685
20.94,29.6,502.5,0,0,-0.8241261886220158,0.5664062369248325
21.0,29.55,503.0,0,0,-0.821646937942164,0.5699967625963025
21.0,29.6,502.0,0,0,-0.821646937942164,0.5699967625963025
21.0,29.2,502.0,0,0,-0.816641555161679,0.5771451900372334
21.0,29.23,500.0,0,0,-0.8141155183563196,0.5807029557109393
21.0,29.745,504.0,0,0,-0.8115739819650127,0.5842496656374337
21.0,29.245,506.5,0,0,-0.8115739819650127,0.5842496656374337
21.0,30.09,497.0,0,0,-0.8064446042674829,0.591309648363582
20.97,30.0475,493.5,0,0,-0.8064446042674829,0.591309648363582
20.94,30.4,494.5,0,0,-0.8038568606172177,0.5948227867513407
20.93,30.09333,499.67,0,0,-0.798635510047293,0.6018150231520479
20.93,29.83,498.33,0,0,-0.7960020025346225,0.6052939880428938
20.89,30.29,498.0,0,0,-0.7933533402912352,0.6087614290087205
20.89,29.35,499.0,0,0,-0.7906895737438435,0.612217280034449
20.89,29.76333,501.67,0,0,-0.7906895737438435,0.612217280034449
20.94,30.0,499.0,0,0,-0.7880107536067218,0.6156614753256585
20.89,29.6175,492.25,0,0,-0.782608156852414,0.6225146366376193
20.89,29.79,495.0,0,0,-0.7798844830928816,0.6259234721840593
20.89,29.92,492.0,0,0,-0.7771459614569708,0.6293203910498375
20.89,29.3,494.5,0,0,-0.7743926440821857,0.6327053285625159
20.89,29.5,499.0,0,0,-0.7716245833877197,0.6360782202777643
20.89,29.59333,497.33,0,0,-0.7716245833877197,0.6360782202777643
20.89,29.7,493.0,0,0,-0.7688418320734595,0.6394390019805849
20.89,29.79,491.5,0,0,-0.7632324697825291,0.6461239796429635
20.89,29.7675,492.0,0,0,-0.7604059656000308,0.6494480483301839
20.89,29.495,492.0,0,0,-0.7575649843840496,0.6527597524627224
20.89,30.42,486.0,0,0,-0.7547095802227722,0.656059028990507
20.89,29.6,488.0,0,0,-0.7547095802227722,0.656059028990507
20.86,29.62667,491.33,0,0,-0.7518398074789777,0.6593458151000684
20.89,29.495,491.0,0,0,-0.7460573750616997,0.6658816660008341
20.89,29.35,491.0,0,0,-0.7431448254773946,0.6691306063588578
20.89,29.5,496.0,0,0,-0.740218127486832,0.6723668074346681
20.89,29.29,500.0,0,0,-0.7372773368101242,0.6755902076156601
20.79,29.16667,495.67,0,0,-0.7343225094356858,0.6788007455329415
20.89,29.65,489.0,0,0,-0.7343225094356858,0.6788007455329415
20.89,29.65,489.0,0,0,-0.7283709698824004,0.6851829903263591
20.79,29.5,489.0,0,0,-0.7253743710122879,0.6883545756937537
20.86,29.53333,495.0,0,0,-0.7223639620597561,0.6915130557822688
20.82,30.12667,494.0,0,0,-0.7223639620597561,0.6915130557822688
20.79,29.29667,495.5,0,0,-0.7163019434246545,0.69779045984168
20.84,30.045,495.0,0,0,-0.7163019434246545,0.69779045984168
20.79,29.545,493.5,0,0,-0.7132504491541819,0.7009092642998505
20.79,29.495,494.0,0,0,-0.7071067811865477,0.7071067811865474
20.79,29.29,496.0,0,0,-0.7040147244559687,0.7101853756232851
20.79,29.395,486.0,0,0,-0.7009092642998508,0.7132504491541817
20.79,30.25,485.0,0,0,-0.6977904598416802,0.7163019434246541
20.79,29.34,490.0,0,0,-0.6946583704589976,0.7193398003386509
20.79,29.3,488.0,0,0,-0.6946583704589976,0.7193398003386509
20.76,29.56333,484.67,0,0,-0.688354575693754,0.7253743710122875
20.79,30.09667,485.33,0,0,-0.6851829903263593,0.7283709698824
20.79,29.89,487.5,0,0,-0.6819983600624983,0.7313537016191707
20.79,29.89,493.0,0,0,-0.6819983600624983,0.7313537016191707
20.79,29.795,496.5,0,0,-0.6755902076156605,0.7372773368101239
20.79,30.05,490.0,0,0,-0.6755902076156605,0.7372773368101239
20.79,29.85,493.5,0,0,-0.6723668074346678,0.7402181274868324
20.79,29.45,489.0,0,0,-0.6658816660008344,0.7460573750616993
20.79,29.83,486.33,0,0,-0.6626200482157378,0.7489557207890019
20.79,29.445,486.5,0,0,-0.6593458151000687,0.7518398074789775
20.79,29.39,486.0,0,0,-0.6560590289905074,0.7547095802227719
20.79,29.55,486.0,0,0,-0.6560590289905074,0.7547095802227719
